Unnamed: 0,geoName,year,sector,establishments,employment,wages,gdp,State,adt,sla,ugos,ugosa,vgos,vgosa
656,Florida,2019,Ship and Boat Building,497.0,13152.25,686425101.0,1191043078.743,Florida,0.3385034926470588,0.1215709558823529,0.0733810661764705,-0.0015272058823529,0.0498253676470588,-0.000463419117647
657,Florida,2019,Tourism and Recreation,19627.0,437107.0,11433308673.0,24131890848.617,Florida,0.3385034926470588,0.1215709558823529,0.0733810661764705,-0.0015272058823529,0.0498253676470588,-0.000463419117647
659,Florida,2019,Ocean Economy,23779.0,556860.083,18144467211.0,36971469658.128,Florida,0.3385034926470588,0.1215709558823529,0.0733810661764705,-0.0015272058823529,0.0498253676470588,-0.000463419117647
672,Florida,2014,Living Resources,559.0,3882.5,128401333.0,374048207.068,Florida,0.2710376838235294,0.0541044117647058,0.066725,-0.0081808823529411,0.0112875,-0.038997794117647
673,Florida,2014,Offshore Mineral Resources,328.0,1398.5,73033621.0,265490604.181,Florida,0.2710376838235294,0.0541044117647058,0.066725,-0.0081808823529411,0.0112875,-0.038997794117647
674,Florida,2014,Ship and Boat Building,442.0,10422.083,496980920.0,832795507.11,Florida,0.2710376838235294,0.0541044117647058,0.066725,-0.0081808823529411,0.0112875,-0.038997794117647
675,Florida,2014,Tourism and Recreation,19835.0,379760.833,8573128715.0,17569051291.31,Florida,0.2710376838235294,0.0541044117647058,0.066725,-0.0081808823529411,0.0112875,-0.038997794117647
677,Florida,2014,Ocean Economy,23398.0,455931.333,12736603156.0,27139584503.569,Florida,0.2710376838235294,0.0541044117647058,0.066725,-0.0081808823529411,0.0112875,-0.038997794117647
679,Florida,2015,Living Resources,596.0,3967.25,137666204.0,417607855.112,Florida,0.3657318014705882,0.1488003676470588,0.1021106617647058,0.0272038602941176,0.1057253676470588,0.0554340073529411
680,Florida,2015,Offshore Mineral Resources,319.0,1375.333,79397256.0,214342039.072,Florida,0.3657318014705882,0.1488003676470588,0.1021106617647058,0.0272038602941176,0.1057253676470588,0.0554340073529411
681,Florida,2015,Ship and Boat Building,487.0,11879.5,584127085.0,1052031959.235,Florida,0.3657318014705882,0.1488003676470588,0.1021106617647058,0.0272038602941176,0.1057253676470588,0.0554340073529411
682,Florida,2015,Tourism and Recreation,19920.0,397154.583,9285501963.0,19413912928.345,Florida,0.3657318014705882,0.1488003676470588,0.1021106617647058,0.0272038602941176,0.1057253676470588,0.0554340073529411
684,Florida,2015,Ocean Economy,23685.0,477333.667,13842778609.0,29195184486.465,Florida,0.3657318014705882,0.1488003676470588,0.1021106617647058,0.0272038602941176,0.1057253676470588,0.0554340073529411
686,Florida,2020,Living Resources,915.0,6964.417,313122458.0,814447205.364,Florida,0.26649375,0.0495586397058823,0.087450919117647,0.0125430147058823,0.0417080882352941,-0.0085773897058823
687,Florida,2020,Offshore Mineral Resources,297.0,1562.417,108530652.0,330224391.344,Florida,0.26649375,0.0495586397058823,0.087450919117647,0.0125430147058823,0.0417080882352941,-0.0085773897058823
688,Florida,2020,Ship and Boat Building,505.0,12869.667,696398863.0,909931202.591,Florida,0.26649375,0.0495586397058823,0.087450919117647,0.0125430147058823,0.0417080882352941,-0.0085773897058823
689,Florida,2020,Tourism and Recreation,19808.0,355998.167,9402504514.0,18523610796.246,Florida,0.26649375,0.0495586397058823,0.087450919117647,0.0125430147058823,0.0417080882352941,-0.0085773897058823
691,Florida,2020,Ocean Economy,23989.0,477251.083,16471187910.0,30137826179.084,Florida,0.26649375,0.0495586397058823,0.087450919117647,0.0125430147058823,0.0417080882352941,-0.0085773897058823
704,Georgia,2020,Living Resources,139.0,1809.083,83079152.0,231419563.112,Georgia,0.11696,0.04819,-0.05586,-0.01513,0.01903,-0.02725
705,Georgia,2020,Offshore Mineral Resources,9.0,48.167,2585372.0,7533706.342,Georgia,0.11696,0.04819,-0.05586,-0.01513,0.01903,-0.02725
706,Georgia,2020,Ship and Boat Building,31.0,1462.083,69115198.0,136557546.507,Georgia,0.11696,0.04819,-0.05586,-0.01513,0.01903,-0.02725
707,Georgia,2020,Tourism and Recreation,956.0,15010.0,308178133.0,607803828.837,Georgia,0.11696,0.04819,-0.05586,-0.01513,0.01903,-0.02725
709,Georgia,2020,Ocean Economy,1347.0,27132.083,915623353.0,1628093222.194,Georgia,0.11696,0.04819,-0.05586,-0.01513,0.01903,-0.02725
723,Georgia,2012,Living Resources,84.0,996.5,31292732.0,107751287.928,Georgia,0.03808,-0.0307199999999999,-0.05471,-0.014,0.04514,-0.00116
724,Georgia,2012,Ship and Boat Building,18.0,884.917,33569678.0,79237748.717,Georgia,0.03808,-0.0307199999999999,-0.05471,-0.014,0.04514,-0.00116
725,Georgia,2012,Tourism and Recreation,846.0,14847.417,246365910.0,511353661.176,Georgia,0.03808,-0.0307199999999999,-0.05471,-0.014,0.04514,-0.00116
727,Georgia,2012,Ocean Economy,1114.0,23969.667,590794513.0,1171428011.21,Georgia,0.03808,-0.0307199999999999,-0.05471,-0.014,0.04514,-0.00116
729,Georgia,2005,Living Resources,92.0,885.0,29523103.0,114293365.294,Georgia,-0.06181,-0.1306,-0.12898,-0.08828,0.05797,0.01168
730,Georgia,2005,Offshore Mineral Resources,13.0,64.0,2168414.0,4289670.248,Georgia,-0.06181,-0.1306,-0.12898,-0.08828,0.05797,0.01168
731,Georgia,2005,Ship and Boat Building,26.0,2234.0,67184636.0,145997042.301,Georgia,-0.06181,-0.1306,-0.12898,-0.08828,0.05797,0.01168
732,Georgia,2005,Tourism and Recreation,747.0,14831.0,230656691.0,519043557.119,Georgia,-0.06181,-0.1306,-0.12898,-0.08828,0.05797,0.01168
734,Georgia,2005,Ocean Economy,1026.0,22180.0,491876793.0,1057965251.79,Georgia,-0.06181,-0.1306,-0.12898,-0.08828,0.05797,0.01168
736,Georgia,2006,Living Resources,95.0,997.0,28421237.0,91493761.365,Georgia,0.13322,0.06441,-0.10777,-0.0670699999999999,0.16463,0.11833
737,Georgia,2006,Offshore Mineral Resources,13.0,64.0,2164296.0,4339452.252,Georgia,0.13322,0.06441,-0.10777,-0.0670699999999999,0.16463,0.11833
738,Georgia,2006,Ship and Boat Building,23.0,2184.0,67247924.0,160919620.506,Georgia,0.13322,0.06441,-0.10777,-0.0670699999999999,0.16463,0.11833
739,Georgia,2006,Tourism and Recreation,778.0,15551.0,260822481.0,580025505.103,Georgia,0.13322,0.06441,-0.10777,-0.0670699999999999,0.16463,0.11833
741,Georgia,2006,Ocean Economy,1057.0,23131.0,533076903.0,1150359002.109,Georgia,0.13322,0.06441,-0.10777,-0.0670699999999999,0.16463,0.11833
743,Georgia,2007,Living Resources,83.0,975.0,30135888.0,96111244.297,Georgia,0.11872,0.04993,-0.05942,-0.01871,0.12139,0.07508
744,Georgia,2007,Offshore Mineral Resources,12.0,78.0,2570329.0,4924230.601,Georgia,0.11872,0.04993,-0.05942,-0.01871,0.12139,0.07508
745,Georgia,2007,Ship and Boat Building,25.0,2009.0,64095407.0,144360376.253,Georgia,0.11872,0.04993,-0.05942,-0.01871,0.12139,0.07508
746,Georgia,2007,Tourism and Recreation,788.0,15713.0,266025540.0,557760957.394,Georgia,0.11872,0.04993,-0.05942,-0.01871,0.12139,0.07508
748,Georgia,2007,Ocean Economy,1055.0,24185.0,590481299.0,1188332208.541,Georgia,0.11872,0.04993,-0.05942,-0.01871,0.12139,0.07508
750,Georgia,2008,Living Resources,80.0,900.0,30196893.0,92533157.067,Georgia,-0.0388299999999999,-0.10762,-0.0578199999999999,-0.01712,0.02581,-0.0204999999999999
751,Georgia,2008,Offshore Mineral Resources,11.0,62.0,2218690.0,4447280.956,Georgia,-0.0388299999999999,-0.10762,-0.0578199999999999,-0.01712,0.02581,-0.0204999999999999
752,Georgia,2008,Ship and Boat Building,28.0,1539.0,48883642.0,91002987.828,Georgia,-0.0388299999999999,-0.10762,-0.0578199999999999,-0.01712,0.02581,-0.0204999999999999
753,Georgia,2008,Tourism and Recreation,837.0,15430.0,263861410.0,551417458.043,Georgia,-0.0388299999999999,-0.10762,-0.0578199999999999,-0.01712,0.02581,-0.0204999999999999
755,Georgia,2008,Ocean Economy,1115.0,24447.0,594915665.0,1178204331.035,Georgia,-0.0388299999999999,-0.10762,-0.0578199999999999,-0.01712,0.02581,-0.0204999999999999
758,Georgia,2014,Living Resources,90.0,918.667,33755015.0,108067069.807,Georgia,0.10966,0.04087,-0.0197,0.02101,0.0329,-0.0134
759,Georgia,2014,Tourism and Recreation,874.0,15778.583,266017654.0,562353882.443,Georgia,0.10966,0.04087,-0.0197,0.02101,0.0329,-0.0134
761,Georgia,2014,Ocean Economy,1152.0,24310.667,628276219.0,1252172186.162,Georgia,0.10966,0.04087,-0.0197,0.02101,0.0329,-0.0134
764,Georgia,2016,Living Resources,141.0,1997.833,78653821.0,232208131.941,Georgia,0.15635,0.0875499999999999,-0.03895,0.00176,0.02999,-0.0163099999999999
765,Georgia,2016,Offshore Mineral Resources,7.0,25.917,1018812.0,1403169.617,Georgia,0.15635,0.0875499999999999,-0.03895,0.00176,0.02999,-0.0163099999999999
766,Georgia,2016,Ship and Boat Building,21.0,1248.083,51819787.0,128514610.089,Georgia,0.15635,0.0875499999999999,-0.03895,0.00176,0.02999,-0.0163099999999999
767,Georgia,2016,Tourism and Recreation,924.0,17394.583,309941949.0,644334172.489,Georgia,0.15635,0.0875499999999999,-0.03895,0.00176,0.02999,-0.0163099999999999
769,Georgia,2016,Ocean Economy,1283.0,28299.833,757609686.0,1512308631.636,Georgia,0.15635,0.0875499999999999,-0.03895,0.00176,0.02999,-0.0163099999999999
783,Georgia,2017,Living Resources,135.0,1941.0,79198716.0,229127557.273,Georgia,0.16851,0.09971,-0.0326,0.00813,0.16616,0.11987
784,Georgia,2017,Ship and Boat Building,23.0,1536.25,62813377.0,167597564.617,Georgia,0.16851,0.09971,-0.0326,0.00813,0.16616,0.11987
785,Georgia,2017,Tourism and Recreation,901.0,17352.417,318464725.0,655311146.867,Georgia,0.16851,0.09971,-0.0326,0.00813,0.16616,0.11987
787,Georgia,2017,Ocean Economy,1251.0,28572.917,804104470.0,1578998817.196,Georgia,0.16851,0.09971,-0.0326,0.00813,0.16616,0.11987
802,Georgia,2018,Living Resources,136.0,1937.75,81911284.0,238381266.077,Georgia,0.13361,0.0648,-0.05552,-0.01483,0.08707,0.04078
805,Georgia,2018,Tourism and Recreation,907.0,17621.417,337006700.0,728796701.55,Georgia,0.13361,0.0648,-0.05552,-0.01483,0.08707,0.04078
807,Georgia,2018,Ocean Economy,1270.0,29948.667,882771503.0,1724240760.294,Georgia,0.13361,0.0648,-0.05552,-0.01483,0.08707,0.04078
820,Georgia,2019,Living Resources,131.0,1944.083,83731131.0,251521435.363,Georgia,0.17298,0.10416,-0.0502,-0.00949,0.09143,0.0451299999999999
821,Georgia,2019,Offshore Mineral Resources,8.0,33.75,1623196.0,4516106.48,Georgia,0.17298,0.10416,-0.0502,-0.00949,0.09143,0.0451299999999999
822,Georgia,2019,Ship and Boat Building,24.0,1642.583,71956577.0,186544837.777,Georgia,0.17298,0.10416,-0.0502,-0.00949,0.09143,0.0451299999999999
823,Georgia,2019,Tourism and Recreation,926.0,17556.917,347277209.0,758987739.567,Georgia,0.17298,0.10416,-0.0502,-0.00949,0.09143,0.0451299999999999
825,Georgia,2019,Ocean Economy,1292.0,30059.75,916911378.0,1823780127.302,Georgia,0.17298,0.10416,-0.0502,-0.00949,0.09143,0.0451299999999999
838,Georgia,2015,Living Resources,99.0,1085.25,40086577.0,133981057.559,Georgia,0.18263,0.1138199999999999,-0.10893,-0.06824,0.08576,0.0395
839,Georgia,2015,Offshore Mineral Resources,7.0,20.083,816483.0,1247191.211,Georgia,0.18263,0.1138199999999999,-0.10893,-0.06824,0.08576,0.0395
840,Georgia,2015,Ship and Boat Building,18.0,1061.083,43424905.0,97069187.532,Georgia,0.18263,0.1138199999999999,-0.10893,-0.06824,0.08576,0.0395
841,Georgia,2015,Tourism and Recreation,903.0,16669.5,293714379.0,637306723.959,Georgia,0.18263,0.1138199999999999,-0.10893,-0.06824,0.08576,0.0395
843,Georgia,2015,Ocean Economy,1202.0,26080.917,709627125.0,1402227615.127,Georgia,0.18263,0.1138199999999999,-0.10893,-0.06824,0.08576,0.0395
845,Georgia,2021,Living Resources,137.0,1746.167,88786515.0,262353120.232,Georgia,0.16201,0.09321,-0.05804,-0.01736,0.04065,-0.0056399999999999
846,Georgia,2021,Offshore Mineral Resources,9.0,51.917,3002083.0,10591959.295,Georgia,0.16201,0.09321,-0.05804,-0.01736,0.04065,-0.0056399999999999
847,Georgia,2021,Ship and Boat Building,38.0,1649.833,73494551.0,196201008.894,Georgia,0.16201,0.09321,-0.05804,-0.01736,0.04065,-0.0056399999999999
848,Georgia,2021,Tourism and Recreation,1005.0,15842.25,371620181.0,862507681.549,Georgia,0.16201,0.09321,-0.05804,-0.01736,0.04065,-0.0056399999999999
850,Georgia,2021,Ocean Economy,1417.0,30398.083,1098860731.0,2146118772.18,Georgia,0.16201,0.09321,-0.05804,-0.01736,0.04065,-0.0056399999999999
852,Georgia,2010,Living Resources,76.0,691.0,22582399.0,71876833.314,Georgia,0.0208299999999999,-0.04796,-0.00818,0.0325299999999999,0.04399,-0.00231
853,Georgia,2010,Offshore Mineral Resources,11.0,35.0,1388177.0,3416615.392,Georgia,0.0208299999999999,-0.04796,-0.00818,0.0325299999999999,0.04399,-0.00231
854,Georgia,2010,Ship and Boat Building,24.0,736.0,25156557.0,55026557.452,Georgia,0.0208299999999999,-0.04796,-0.00818,0.0325299999999999,0.04399,-0.00231
855,Georgia,2010,Tourism and Recreation,828.0,14094.0,236103532.0,483472878.191,Georgia,0.0208299999999999,-0.04796,-0.00818,0.0325299999999999,0.04399,-0.00231
857,Georgia,2010,Ocean Economy,1106.0,22036.0,535911742.0,1069051257.269,Georgia,0.0208299999999999,-0.04796,-0.00818,0.0325299999999999,0.04399,-0.00231
859,Georgia,2011,Living Resources,84.0,680.0,21868783.0,68480141.218,Georgia,-0.01127,-0.08005,-0.1696,-0.1289,0.09186,0.04556
860,Georgia,2011,Offshore Mineral Resources,8.0,30.0,1267160.0,2953970.393,Georgia,-0.01127,-0.08005,-0.1696,-0.1289,0.09186,0.04556
861,Georgia,2011,Ship and Boat Building,24.0,730.0,27126828.0,58257780.585,Georgia,-0.01127,-0.08005,-0.1696,-0.1289,0.09186,0.04556
862,Georgia,2011,Tourism and Recreation,826.0,14064.0,232090963.0,475778899.997,Georgia,-0.01127,-0.08005,-0.1696,-0.1289,0.09186,0.04556
864,Georgia,2011,Ocean Economy,1100.0,22279.0,541225869.0,1064826789.99,Georgia,-0.01127,-0.08005,-0.1696,-0.1289,0.09186,0.04556
866,Georgia,2013,Living Resources,96.0,997.583,32656715.0,107157688.978,Georgia,0.11995,0.05114,-0.07043,-0.0297099999999999,0.08873,0.04243
867,Georgia,2013,Offshore Mineral Resources,7.0,21.167,801213.0,1323586.895,Georgia,0.11995,0.05114,-0.07043,-0.0297099999999999,0.08873,0.04243
868,Georgia,2013,Ship and Boat Building,17.0,951.833,35481771.0,81089581.652,Georgia,0.11995,0.05114,-0.07043,-0.0297099999999999,0.08873,0.04243
869,Georgia,2013,Tourism and Recreation,848.0,14957.583,249899113.0,514304052.308,Georgia,0.11995,0.05114,-0.07043,-0.0297099999999999,0.08873,0.04243
871,Georgia,2013,Ocean Economy,1137.0,23925.75,594650273.0,1173959408.377,Georgia,0.11995,0.05114,-0.07043,-0.0297099999999999,0.08873,0.04243
873,Georgia,2009,Living Resources,78.0,783.0,24618655.0,92356511.225,Georgia,0.11596,0.04718,0.01547,0.05617,0.04031,-0.00597
874,Georgia,2009,Offshore Mineral Resources,12.0,46.0,1890595.0,4131804.423,Georgia,0.11596,0.04718,0.01547,0.05617,0.04031,-0.00597
875,Georgia,2009,Ship and Boat Building,25.0,645.0,20272825.0,36278707.001,Georgia,0.11596,0.04718,0.01547,0.05617,0.04031,-0.00597
876,Georgia,2009,Tourism and Recreation,839.0,14456.0,235962244.0,483346343.376,Georgia,0.11596,0.04718,0.01547,0.05617,0.04031,-0.00597
878,Georgia,2009,Ocean Economy,1120.0,22165.0,507841556.0,1011218596.439,Georgia,0.11596,0.04718,0.01547,0.05617,0.04031,-0.00597
879,Louisiana,2006,Offshore Mineral Resources,731.0,22152.0,1695193168.0,12904542571.595,Louisiana,0.1701245901639344,-0.0543245901639344,-0.0118180327868852,0.0204540983606557,0.004227868852459,0.0172639344262295
880,Louisiana,2006,Ship and Boat Building,159.0,14510.0,635393635.0,974880790.857,Louisiana,0.1701245901639344,-0.0543245901639344,-0.0118180327868852,0.0204540983606557,0.004227868852459,0.0172639344262295
881,Louisiana,2006,Tourism and Recreation,2187.0,35950.0,632443058.0,1582457867.575,Louisiana,0.1701245901639344,-0.0543245901639344,-0.0118180327868852,0.0204540983606557,0.004227868852459,0.0172639344262295
883,Louisiana,2006,Ocean Economy,4196.0,101843.0,4426532369.0,18446953428.765,Louisiana,0.1701245901639344,-0.0543245901639344,-0.0118180327868852,0.0204540983606557,0.004227868852459,0.0172639344262295
885,Louisiana,2006,Living Resources,320.0,3142.0,67585460.0,246559170.06,Louisiana,0.1701245901639344,-0.0543245901639344,-0.0118180327868852,0.0204540983606557,0.004227868852459,0.0172639344262295
887,Louisiana,2007,Living Resources,299.0,3220.0,68439400.0,230518636.113,Louisiana,0.2340327868852459,0.0095852459016393,-0.0477803278688524,-0.0155016393442622,-0.0287377049180327,-0.0157
888,Louisiana,2007,Offshore Mineral Resources,714.0,22479.0,1816225561.0,13404678123.226,Louisiana,0.2340327868852459,0.0095852459016393,-0.0477803278688524,-0.0155016393442622,-0.0287377049180327,-0.0157
890,Louisiana,2007,Ocean Economy,3998.0,107893.0,5003475829.0,19856711482.495,Louisiana,0.2340327868852459,0.0095852459016393,-0.0477803278688524,-0.0155016393442622,-0.0287377049180327,-0.0157
891,Louisiana,2007,Ship and Boat Building,164.0,15452.0,738212699.0,1312789178.508,Louisiana,0.2340327868852459,0.0095852459016393,-0.0477803278688524,-0.0155016393442622,-0.0287377049180327,-0.0157
892,Louisiana,2007,Tourism and Recreation,2032.0,40034.0,726272882.0,1795789897.358,Louisiana,0.2340327868852459,0.0095852459016393,-0.0477803278688524,-0.0155016393442622,-0.0287377049180327,-0.0157
894,Louisiana,2005,Living Resources,320.0,3440.0,62768350.0,200632700.072,Louisiana,0.073327868852459,-0.1511245901639344,-0.0688344262295082,-0.036555737704918,0.0005245901639344,0.0135590163934426
895,Louisiana,2005,Offshore Mineral Resources,711.0,21035.0,1464767212.0,11091540525.379,Louisiana,0.073327868852459,-0.1511245901639344,-0.0688344262295082,-0.036555737704918,0.0005245901639344,0.0135590163934426
896,Louisiana,2005,Ship and Boat Building,151.0,14570.0,592395707.0,1118956907.326,Louisiana,0.073327868852459,-0.1511245901639344,-0.0688344262295082,-0.036555737704918,0.0005245901639344,0.0135590163934426
897,Louisiana,2005,Tourism and Recreation,2205.0,43524.0,662235853.0,1618799283.249,Louisiana,0.073327868852459,-0.1511245901639344,-0.0688344262295082,-0.036555737704918,0.0005245901639344,0.0135590163934426
899,Louisiana,2005,Ocean Economy,4148.0,106549.0,3901720936.0,16117115771.442,Louisiana,0.073327868852459,-0.1511245901639344,-0.0688344262295082,-0.036555737704918,0.0005245901639344,0.0135590163934426
901,Louisiana,2008,Living Resources,323.0,2962.0,68993136.0,202079227.144,Louisiana,0.1964721311475409,-0.0279737704918032,-0.021311475409836,0.0109639344262295,-0.0114360655737704,0.0015999999999999
902,Louisiana,2008,Offshore Mineral Resources,738.0,24836.0,2152510597.0,14772362793.684,Louisiana,0.1964721311475409,-0.0279737704918032,-0.021311475409836,0.0109639344262295,-0.0114360655737704,0.0015999999999999
903,Louisiana,2008,Ship and Boat Building,161.0,15165.0,758658627.0,1265178414.089,Louisiana,0.1964721311475409,-0.0279737704918032,-0.021311475409836,0.0109639344262295,-0.0114360655737704,0.0015999999999999
904,Louisiana,2008,Tourism and Recreation,2074.0,41721.0,767327030.0,1746727061.893,Louisiana,0.1964721311475409,-0.0279737704918032,-0.021311475409836,0.0109639344262295,-0.0114360655737704,0.0015999999999999
906,Louisiana,2008,Ocean Economy,4090.0,111810.0,5522947336.0,21509332154.863,Louisiana,0.1964721311475409,-0.0279737704918032,-0.021311475409836,0.0109639344262295,-0.0114360655737704,0.0015999999999999
908,Louisiana,2009,Living Resources,312.0,3402.0,92118178.0,319214720.017,Louisiana,0.2272606557377049,0.0028049180327868,0.0023016393442622,0.0345754098360655,-0.012667213114754,0.0003688524590163
909,Louisiana,2009,Offshore Mineral Resources,740.0,22356.0,1939871849.0,10903980443.425,Louisiana,0.2272606557377049,0.0028049180327868,0.0023016393442622,0.0345754098360655,-0.012667213114754,0.0003688524590163
910,Louisiana,2009,Ship and Boat Building,157.0,13349.0,664794346.0,1202316575.365,Louisiana,0.2272606557377049,0.0028049180327868,0.0023016393442622,0.0345754098360655,-0.012667213114754,0.0003688524590163
911,Louisiana,2009,Tourism and Recreation,2090.0,40636.0,748552522.0,1687411652.443,Louisiana,0.2272606557377049,0.0028049180327868,0.0023016393442622,0.0345754098360655,-0.012667213114754,0.0003688524590163
913,Louisiana,2009,Ocean Economy,4046.0,106276.0,5139889210.0,17324482610.129,Louisiana,0.2272606557377049,0.0028049180327868,0.0023016393442622,0.0345754098360655,-0.012667213114754,0.0003688524590163
915,Louisiana,2010,Living Resources,334.0,3169.0,92831734.0,353785733.615,Louisiana,0.1248524590163934,-0.0995950819672131,-0.0481098360655737,-0.0158409836065573,-0.0130213114754098,9.83606557377047e-06
916,Louisiana,2010,Offshore Mineral Resources,765.0,21380.0,1859440982.0,10650272122.723,Louisiana,0.1248524590163934,-0.0995950819672131,-0.0481098360655737,-0.0158409836065573,-0.0130213114754098,9.83606557377047e-06
917,Louisiana,2010,Ship and Boat Building,151.0,11864.0,612099990.0,1222354498.369,Louisiana,0.1248524590163934,-0.0995950819672131,-0.0481098360655737,-0.0158409836065573,-0.0130213114754098,9.83606557377047e-06
918,Louisiana,2010,Tourism and Recreation,2229.0,41475.0,777262797.0,1772140466.307,Louisiana,0.1248524590163934,-0.0995950819672131,-0.0481098360655737,-0.0158409836065573,-0.0130213114754098,9.83606557377047e-06
920,Louisiana,2010,Ocean Economy,4241.0,104071.0,5052775813.0,17188620448.592,Louisiana,0.1248524590163934,-0.0995950819672131,-0.0481098360655737,-0.0158409836065573,-0.0130213114754098,9.83606557377047e-06
922,Louisiana,2011,Living Resources,326.0,3133.0,102827007.0,336461342.605,Louisiana,0.2416704918032786,0.0172163934426229,0.0355639344262295,0.0678344262295082,-0.0166786885245901,-0.0036475409836065
923,Louisiana,2011,Offshore Mineral Resources,734.0,21090.0,1912762451.0,10753994832.037,Louisiana,0.2416704918032786,0.0172163934426229,0.0355639344262295,0.0678344262295082,-0.0166786885245901,-0.0036475409836065
924,Louisiana,2011,Ship and Boat Building,155.0,11436.0,648424512.0,1121481840.674,Louisiana,0.2416704918032786,0.0172163934426229,0.0355639344262295,0.0678344262295082,-0.0166786885245901,-0.0036475409836065
925,Louisiana,2011,Tourism and Recreation,2246.0,43660.0,825454142.0,1793126977.257,Louisiana,0.2416704918032786,0.0172163934426229,0.0355639344262295,0.0678344262295082,-0.0166786885245901,-0.0036475409836065
927,Louisiana,2011,Ocean Economy,4198.0,105535.0,5192480951.0,16986586767.937,Louisiana,0.2416704918032786,0.0172163934426229,0.0355639344262295,0.0678344262295082,-0.0166786885245901,-0.0036475409836065
929,Louisiana,2021,Living Resources,406.0,3859.917,155856247.0,508807916.218,Louisiana,0.2957590163934426,0.0713180327868852,-0.0453491803278688,-0.0130868852459016,-0.0177590163934426,-0.004727868852459
930,Louisiana,2021,Offshore Mineral Resources,524.0,13105.0,1467561413.0,7578039200.626,Louisiana,0.2957590163934426,0.0713180327868852,-0.0453491803278688,-0.0130868852459016,-0.0177590163934426,-0.004727868852459
931,Louisiana,2021,Ship and Boat Building,117.0,5198.75,339428970.0,611195645.84,Louisiana,0.2957590163934426,0.0713180327868852,-0.0453491803278688,-0.0130868852459016,-0.0177590163934426,-0.004727868852459
932,Louisiana,2021,Tourism and Recreation,2848.0,41705.667,1015669426.0,2277594743.3,Louisiana,0.2957590163934426,0.0713180327868852,-0.0453491803278688,-0.0130868852459016,-0.0177590163934426,-0.004727868852459
934,Louisiana,2021,Ocean Economy,4592.0,87381.083,4882718761.0,14024729877.336,Louisiana,0.2957590163934426,0.0713180327868852,-0.0453491803278688,-0.0130868852459016,-0.0177590163934426,-0.004727868852459
936,Louisiana,2012,Living Resources,328.0,3221.0,116600028.0,452226460.922,Louisiana,0.1615934426229508,-0.0628590163934426,-0.022339344262295,0.0099327868852459,0.0113540983606557,0.024383606557377
937,Louisiana,2012,Offshore Mineral Resources,749.0,22826.917,2168320325.0,10440515887.333,Louisiana,0.1615934426229508,-0.0628590163934426,-0.022339344262295,0.0099327868852459,0.0113540983606557,0.024383606557377
938,Louisiana,2012,Ship and Boat Building,154.0,10986.417,639827035.0,1016497467.25,Louisiana,0.1615934426229508,-0.0628590163934426,-0.022339344262295,0.0099327868852459,0.0113540983606557,0.024383606557377
939,Louisiana,2012,Tourism and Recreation,2322.0,45116.0,859903669.0,1890593239.099,Louisiana,0.1615934426229508,-0.0628590163934426,-0.022339344262295,0.0099327868852459,0.0113540983606557,0.024383606557377
941,Louisiana,2012,Ocean Economy,4310.0,109596.333,5668606337.0,16960338799.941,Louisiana,0.1615934426229508,-0.0628590163934426,-0.022339344262295,0.0099327868852459,0.0113540983606557,0.024383606557377
943,Louisiana,2013,Living Resources,319.0,3279.833,108053964.0,433883794.779,Louisiana,0.2187770491803278,-0.0056737704918032,0.0081803278688524,0.0404442622950819,-0.0016918032786885,0.0113426229508196
944,Louisiana,2013,Offshore Mineral Resources,733.0,24557.667,2422308038.0,10010211054.746,Louisiana,0.2187770491803278,-0.0056737704918032,0.0081803278688524,0.0404442622950819,-0.0016918032786885,0.0113426229508196
945,Louisiana,2013,Ship and Boat Building,145.0,10020.417,603244194.0,963752720.517,Louisiana,0.2187770491803278,-0.0056737704918032,0.0081803278688524,0.0404442622950819,-0.0016918032786885,0.0113426229508196
946,Louisiana,2013,Tourism and Recreation,2351.0,47942.333,923756764.0,2095870836.065,Louisiana,0.2187770491803278,-0.0056737704918032,0.0081803278688524,0.0404442622950819,-0.0016918032786885,0.0113426229508196
948,Louisiana,2013,Ocean Economy,4253.0,114786.167,6114199837.0,17085489581.503,Louisiana,0.2187770491803278,-0.0056737704918032,0.0081803278688524,0.0404442622950819,-0.0016918032786885,0.0113426229508196
950,Louisiana,2016,Living Resources,403.0,3901.917,140666013.0,446568328.663,Louisiana,0.3647229508196721,0.1402655737704918,-0.0046721311475409,0.0276032786885245,0.0060262295081967,0.0190524590163934
951,Louisiana,2016,Offshore Mineral Resources,613.0,17764.583,1894667502.0,4858992071.607,Louisiana,0.3647229508196721,0.1402655737704918,-0.0046721311475409,0.0276032786885245,0.0060262295081967,0.0190524590163934
952,Louisiana,2016,Ship and Boat Building,137.0,6167.75,362461678.0,703393113.529,Louisiana,0.3647229508196721,0.1402655737704918,-0.0046721311475409,0.0276032786885245,0.0060262295081967,0.0190524590163934
953,Louisiana,2016,Tourism and Recreation,2386.0,51586.417,1081322872.0,2508473562.477,Louisiana,0.3647229508196721,0.1402655737704918,-0.0046721311475409,0.0276032786885245,0.0060262295081967,0.0190524590163934
955,Louisiana,2016,Ocean Economy,4221.0,104401.0,5259890718.0,11476995291.643,Louisiana,0.3647229508196721,0.1402655737704918,-0.0046721311475409,0.0276032786885245,0.0060262295081967,0.0190524590163934
